year,make,model,status,pdf_year
2019,BMW,X2,mismatched,2021
2020,BMW,X2,mismatched,2021
2024,BMW,X2,mismatched,2023
2017,BMW,X3,mismatched,2016
2018,BMW,X3,mismatched,2016
2019,BMW,X3,mismatched,2016
2020,BMW,X3,mismatched,2016
2015,BMW,X4,mismatched,2017
2016,BMW,X4,mismatched,2017
2018,BMW,X4,mismatched,2022
2019,BMW,X4,mismatched,2022
2020,BMW,X4,mismatched,2022
2021,BMW,X4,mismatched,2022
2023,BMW,X4,mismatched,2022
2024,BMW,X4,mismatched,2022
2023,BMW,X5,mismatched,2022
2024,BMW,X5,mismatched,2022
2008,BMW,X6,mismatched,2014
2009,BMW,X6,mismatched,2014
2010,BMW,X6,mismatched,2014
2011,BMW,X6,mismatched,2014
2012,BMW,X6,mismatched,2014
2013,BMW,X6,mismatched,2014
2015,BMW,X6,mismatched,2019
2016,BMW,X6,mismatched,2019
2017,BMW,X6,mismatched,2019
2018,BMW,X6,mismatched,2019
2020,BMW,X6,mismatched,2022
2021,BMW,X6,mismatched,2022
2023,BMW,X6,mismatched,2022
2024,BMW,X6,mismatched,2022
2019,BMW,X7,mismatched,2021
2020,BMW,X7,mismatched,2021
2023,BMW,X7,mismatched,2022
2024,BMW,X7,mismatched,2022
2019,BMW,Z4,mismatched,2020
2021,BMW,Z4,mismatched,2022
2023,BMW,Z4,mismatched,2024
2024,Cadillac,Escalade,mismatched,2023
2025,Cadillac,Lyriq,mismatched,2024
2025,Chevrolet,Colorado,mismatched,2024
2000,Chevrolet,Express,mismatched,2002
2001,Chevrolet,Express,mismatched,2002
2024,Chevrolet,Tahoe,mismatched,2023
2020,Chrysler,300,mismatched,2019
2001,Chrysler,PT Cruiser,mismatched,2004
2002,Chrysler,PT Cruiser,mismatched,2004
2003,Chrysler,PT Cruiser,mismatched,2004
2005,Chrysler,PT Cruiser,mismatched,2010
2006,Chrysler,PT Cruiser,mismatched,2010
2007,Chrysler,PT Cruiser,mismatched,2010
2008,Chrysler,PT Cruiser,mismatched,2010
2009,Chrysler,PT Cruiser,mismatched,2010
2017,Chrysler,Pacifica,mismatched,2035
2018,Chrysler,Pacifica,mismatched,2034
2019,Chrysler,Pacifica,mismatched,2033
2022,Chrysler,Pacifica,mismatched,2032
2001,Chrysler,Sebring,mismatched,2004
2002,Chrysler,Sebring,mismatched,2004
2003,Chrysler,Sebring,mismatched,2004
2005,Chrysler,Sebring,mismatched,2004
2006,Chrysler,Sebring,mismatched,2004
2007,Chrysler,Sebring,mismatched,2010
2008,Chrysler,Sebring,mismatched,2010
2009,Chrysler,Sebring,mismatched,2010
2020,Chrysler,Voyager,mismatched,2022
2021,Chrysler,Voyager,mismatched,2022
2000,Dodge,Dakota,mismatched,2004
2001,Dodge,Dakota,mismatched,2004
2002,Dodge,Dakota,mismatched,2004
2003,Dodge,Dakota,mismatched,2004
2005,Dodge,Dakota,mismatched,2011
2006,Dodge,Dakota,mismatched,2011
2007,Dodge,Dakota,mismatched,2011
2008,Dodge,Dakota,mismatched,2011
2009,Dodge,Dakota,mismatched,2011
2010,Dodge,Dakota,mismatched,2011
2013,Dodge,Dart,mismatched,2016
2014,Dodge,Dart,mismatched,2016
2015,Dodge,Dart,mismatched,2016
2024,Dodge,Durango,mismatched,2023
2012,Fiat,500,mismatched,2013
2014,Fiat,500,mismatched,2013
2015,Fiat,500,mismatched,2013
2016,Fiat,500,mismatched,2018
2017,Fiat,500,mismatched,2018
2019,Fiat,500,mismatched,2022
2024,Ford,F 150,mismatched,2022
2025,Ford,F 150,mismatched,2023
2024,GMC,Acadia,mismatched,2023
2025,GMC,Savana Passenger,mismatched,2022
2022,GMC,Terrain,mismatched,2023
2023,HONDA,Accord,mismatched,2022
2023,Honda,CR V,mismatched,2022
2023,Honda,Civic,mismatched,2022
2023,Honda,Pilot,mismatched,2022
2024,Honda,Pilot,mismatched,2022
2025,Honda,Prologue,mismatched,2024
2022,Hyundai,Accent,mismatched,2021
2023,Hyundai,Kona,mismatched,2022
2023,Hyundai,Nexo,mismatched,2022
2021,Hyundai,Palisade,mismatched,2020
2024,Hyundai,Santa FE,mismatched,2023
2017,Hyundai,Sonata,mismatched,2018
2023,Hyundai,Sonata,mismatched,2022
2024,Hyundai,Sonata,mismatched,2022
2023,Hyundai,Tucson,mismatched,2022
2015,Infiniti,Q50,mismatched,2014
2016,Infiniti,Q50,mismatched,2014
2017,Infiniti,Q50,mismatched,2014
2018,Infiniti,Q50,mismatched,2014
2024,Infiniti,Q50,mismatched,2023
2023,Infiniti,Qx80,mismatched,2022
2018,Jaguar,E Pace,mismatched,2020
2019,Jaguar,E Pace,mismatched,2020
2021,Jaguar,E Pace,mismatched,2020
2022,Jaguar,E Pace,mismatched,2020
2023,Jaguar,E Pace,mismatched,2020
2024,Jaguar,E Pace,mismatched,2020
2017,Jaguar,F Pace,mismatched,2021
2018,Jaguar,F Pace,mismatched,2021
2019,Jaguar,F Pace,mismatched,2021
2020,Jaguar,F Pace,mismatched,2021
2022,Jaguar,F Pace,mismatched,2021
2023,Jaguar,F Pace,mismatched,2021
2025,Jaguar,F Pace,mismatched,2021
2014,Jaguar,F Type,mismatched,2016
2015,Jaguar,F Type,mismatched,2016
2017,Jaguar,F Type,mismatched,2016
2018,Jaguar,F Type,mismatched,2016
2019,Jaguar,F Type,mismatched,2016
2020,Jaguar,F Type,mismatched,2016
2021,Jaguar,F Type,mismatched,2016
2022,Jaguar,F Type,mismatched,2016
2023,Jaguar,F Type,mismatched,2016
2024,Jaguar,F Type,mismatched,2016
2019,Jaguar,I Pace,mismatched,2020
2022,Jaguar,I Pace,mismatched,2020
2023,Jaguar,I Pace,mismatched,2020
2024,Jaguar,I Pace,mismatched,2020
2002,Jaguar,X Type,mismatched,2009
2003,Jaguar,X Type,mismatched,2009
2004,Jaguar,X Type,mismatched,2009
2005,Jaguar,X Type,mismatched,2009
2006,Jaguar,X Type,mismatched,2009
2007,Jaguar,X Type,mismatched,2009
2008,Jaguar,X Type,mismatched,2009
2017,Jaguar,XE,mismatched,2016
2018,Jaguar,XE,mismatched,2016
2019,Jaguar,XE,mismatched,2016
2020,Jaguar,XE,mismatched,2016
2009,Jaguar,XF,mismatched,2007
2010,Jaguar,XF,mismatched,2007
2012,Jaguar,XF,mismatched,2011
2013,Jaguar,XF,mismatched,2011
2014,Jaguar,XF,mismatched,2011
2015,Jaguar,XF,mismatched,2016
2017,Jaguar,XF,mismatched,2016
2018,Jaguar,XF,mismatched,2016
2019,Jaguar,XF,mismatched,2016
2020,Jaguar,XF,mismatched,2016
2021,Jaguar,XF,mismatched,2016
2022,Jaguar,XF,mismatched,2016
2023,Jaguar,XF,mismatched,2016
2024,Jaguar,XF,mismatched,2016
2003,Jaguar,XJ,mismatched,2008
2004,Jaguar,XJ,mismatched,2008
2005,Jaguar,XJ,mismatched,2008
2006,Jaguar,XJ,mismatched,2008
2007,Jaguar,XJ,mismatched,2008
2009,Jaguar,XJ,mismatched,2008
2012,Jaguar,XJ,mismatched,2011
2013,Jaguar,XJ,mismatched,2011
2014,Jaguar,XJ,mismatched,2016
2015,Jaguar,XJ,mismatched,2016
2017,Jaguar,XJ,mismatched,2016
2018,Jaguar,XJ,mismatched,2016
2019,Jaguar,XJ,mismatched,2016
2007,Jaguar,XK,mismatched,2012
2008,Jaguar,XK,mismatched,2012
2009,Jaguar,XK,mismatched,2012
2010,Jaguar,XK,mismatched,2012
2011,Jaguar,XK,mismatched,2012
2013,Jaguar,XK,mismatched,2012
2014,Jaguar,XK,mismatched,2012
2015,Jaguar,XK,mismatched,2012
2022,Jeep,Compass,mismatched,2020
2024,Jeep,Gladiator,mismatched,2023
2000,Jeep,Wrangler,mismatched,2005
2001,Jeep,Wrangler,mismatched,2005
2002,Jeep,Wrangler,mismatched,2005
2003,Jeep,Wrangler,mismatched,2005
2004,Jeep,Wrangler,mismatched,2005
2024,KIA,Niro,mismatched,2023
2014,KIA,Soul,mismatched,2016
2024,KIA,Soul,mismatched,2023
2025,KIA,Soul,mismatched,2023
2021,Land Rover,Defender,mismatched,2020
2022,Land Rover,Defender,mismatched,2020
2023,Land Rover,Defender,mismatched,2020
2024,Land Rover,Defender,mismatched,2020
2025,Land Rover,Defender,mismatched,2020
2018,Land Rover,Discovery,mismatched,2020
2019,Land Rover,Discovery,mismatched,2020
2021,Land Rover,Discovery,mismatched,2020
2022,Land Rover,Discovery,mismatched,2020
2023,Land Rover,Discovery,mismatched,2020
2024,Land Rover,Discovery,mismatched,2019
2025,Land Rover,Discovery,mismatched,2020
2015,Land Rover,Discovery Sport,mismatched,2014
2016,Land Rover,Discovery Sport,mismatched,2014
2017,Land Rover,Discovery Sport,mismatched,2014
2018,Land Rover,Discovery Sport,mismatched,2014
2020,Land Rover,Discovery Sport,mismatched,2019
2021,Land Rover,Discovery Sport,mismatched,2019
2022,Land Rover,Discovery Sport,mismatched,2019
2023,Land Rover,Discovery Sport,mismatched,2019
2025,Land Rover,Discovery Sport,mismatched,2019
2002,Land Rover,Freelander,mismatched,2005
2003,Land Rover,Freelander,mismatched,2005
2004,Land Rover,Freelander,mismatched,2005
2001,Land Rover,Range Rover,mismatched,2000
2003,Land Rover,Range Rover,mismatched,2002
2004,Land Rover,Range Rover,mismatched,2002
2005,Land Rover,Range Rover,mismatched,2002
2006,Land Rover,Range Rover,mismatched,2008
2007,Land Rover,Range Rover,mismatched,2008
2009,Land Rover,Range Rover,mismatched,2008
2010,Land Rover,Range Rover,mismatched,2008
2011,Land Rover,Range Rover,mismatched,2008
2013,Land Rover,Range Rover,mismatched,2012
2014,Land Rover,Range Rover,mismatched,2012
2015,Land Rover,Range Rover,mismatched,2012
2016,Land Rover,Range Rover,mismatched,2019
2017,Land Rover,Range Rover,mismatched,2019
2018,Land Rover,Range Rover,mismatched,2019
2020,Land Rover,Range Rover,mismatched,2019
2021,Land Rover,Range Rover,mismatched,2019
2012,Land Rover,Range Rover Evoque,mismatched,2014
2013,Land Rover,Range Rover Evoque,mismatched,2014
2015,Land Rover,Range Rover Evoque,mismatched,2014
2016,Land Rover,Range Rover Evoque,mismatched,2014
2017,Land Rover,Range Rover Evoque,mismatched,2014
2018,Land Rover,Range Rover Evoque,mismatched,2014
2019,Land Rover,Range Rover Evoque,mismatched,2020
2021,Land Rover,Range Rover Evoque,mismatched,2020
2022,Land Rover,Range Rover Evoque,mismatched,2020
2023,Land Rover,Range Rover Evoque,mismatched,2020
2024,Land Rover,Range Rover Evoque,mismatched,2020
2025,Land Rover,Range Rover Evoque,mismatched,2020
2006,Land Rover,Range Rover Sport,mismatched,2005
2007,Land Rover,Range Rover Sport,mismatched,2005
2008,Land Rover,Range Rover Sport,mismatched,2005
2009,Land Rover,Range Rover Sport,mismatched,2005
2010,Land Rover,Range Rover Sport,mismatched,2005
2011,Land Rover,Range Rover Sport,mismatched,2005
2012,Land Rover,Range Rover Sport,mismatched,2005
2014,Land Rover,Range Rover Sport,mismatched,2013
2015,Land Rover,Range Rover Sport,mismatched,2017
2016,Land Rover,Range Rover Sport,mismatched,2017
2018,Land Rover,Range Rover Sport,mismatched,2019
2021,Land Rover,Range Rover Sport,mismatched,2020
2022,Land Rover,Range Rover Sport,mismatched,2020
2019,Land Rover,Range Rover Velar,mismatched,2020
2021,Land Rover,Range Rover Velar,mismatched,2020
2022,Land Rover,Range Rover Velar,mismatched,2020
2023,Land Rover,Range Rover Velar,mismatched,2020
2024,Land Rover,Range Rover Velar,mismatched,2020
2025,Land Rover,Range Rover Velar,mismatched,2020
2021,Lincoln,Aviator,mismatched,2020
2022,Lincoln,Aviator,mismatched,2020
2024,Lincoln,Aviator,mismatched,2023
2017,Lincoln,Continental,mismatched,2020
2019,Lincoln,Continental,mismatched,2020
2022,Lincoln,Corsair,mismatched,2020
2023,Lincoln,Corsair,mismatched,2022
2024,Lincoln,Corsair,mismatched,2022
2016,Lincoln,MKC,mismatched,2019
2017,Lincoln,MKC,mismatched,2019
2018,Lincoln,MKC,mismatched,2019
2009,Lincoln,MKS,mismatched,2016
2010,Lincoln,MKS,mismatched,2016
2011,Lincoln,MKS,mismatched,2016
2012,Lincoln,MKS,mismatched,2016
2013,Lincoln,MKS,mismatched,2016
2014,Lincoln,MKS,mismatched,2016
2015,Lincoln,MKS,mismatched,2016
2010,Lincoln,MKT,mismatched,2019
2011,Lincoln,MKT,mismatched,2019
2012,Lincoln,MKT,mismatched,2019
2013,Lincoln,MKT,mismatched,2019
2014,Lincoln,MKT,mismatched,2019
2015,Lincoln,MKT,mismatched,2019
2016,Lincoln,MKT,mismatched,2019
2017,Lincoln,MKT,mismatched,2019
2018,Lincoln,MKT,mismatched,2019
2007,Lincoln,MKX,mismatched,2015
2008,Lincoln,MKX,mismatched,2015
2009,Lincoln,MKX,mismatched,2015
2010,Lincoln,MKX,mismatched,2015
2011,Lincoln,MKX,mismatched,2015
2012,Lincoln,MKX,mismatched,2015
2013,Lincoln,MKX,mismatched,2015
2014,Lincoln,MKX,mismatched,2015
2016,Lincoln,MKX,mismatched,2018
2017,Lincoln,MKX,mismatched,2018
2013,Lincoln,MKZ,mismatched,2020
2014,Lincoln,MKZ,mismatched,2020
2015,Lincoln,MKZ,mismatched,2020
2016,Lincoln,MKZ,mismatched,2020
2017,Lincoln,MKZ,mismatched,2020
2018,Lincoln,MKZ,mismatched,2020
2019,Lincoln,MKZ,mismatched,2020
2019,Lincoln,Nautilus,mismatched,2020
2007,Lincoln,Navigator,mismatched,2017
2008,Lincoln,Navigator,mismatched,2017
2009,Lincoln,Navigator,mismatched,2017
2010,Lincoln,Navigator,mismatched,2017
2011,Lincoln,Navigator,mismatched,2017
2012,Lincoln,Navigator,mismatched,2017
2013,Lincoln,Navigator,mismatched,2017
2014,Lincoln,Navigator,mismatched,2017
2015,Lincoln,Navigator,mismatched,2017
2016,Lincoln,Navigator,mismatched,2017
2018,Lincoln,Navigator,mismatched,2020
2019,Lincoln,Navigator,mismatched,2020
2023,Lincoln,Navigator,mismatched,2022
2024,Lincoln,Navigator,mismatched,2022
2000,Lincoln,Town CAR,mismatched,2011
2001,Lincoln,Town CAR,mismatched,2011
2002,Lincoln,Town CAR,mismatched,2011
2003,Lincoln,Town CAR,mismatched,2011
2004,Lincoln,Town CAR,mismatched,2011
2005,Lincoln,Town CAR,mismatched,2011
2006,Lincoln,Town CAR,mismatched,2011
2007,Lincoln,Town CAR,mismatched,2011
2008,Lincoln,Town CAR,mismatched,2011
2009,Lincoln,Town CAR,mismatched,2011
2010,Lincoln,Town CAR,mismatched,2011
2020,Maserati,Ghibli,mismatched,2019
2023,Maserati,Ghibli,mismatched,2022
2017,Maserati,Levante,mismatched,2019
2018,Maserati,Levante,mismatched,2019
2013,Maserati,Quattroporte,mismatched,2014
2016,Maserati,Quattroporte,mismatched,2017
2022,Maserati,Quattroporte,mismatched,2021
2023,Mazda,CX 30,mismatched,2022
2024,Mazda,CX 30,mismatched,2022
2024,Mazda,CX 50,mismatched,2023
2014,Mazda,Mazda2,mismatched,2016
2021,Mazda,Mazda3,mismatched,2022
2023,Mazda,Mazda3,mismatched,2022
2024,Mazda,Mazda3,mismatched,2022
2000,Mercury,Grand Marquis,mismatched,2002
2001,Mercury,Grand Marquis,mismatched,2002
2003,Mercury,Grand Marquis,mismatched,2011
2004,Mercury,Grand Marquis,mismatched,2011
2005,Mercury,Grand Marquis,mismatched,2011
2006,Mercury,Grand Marquis,mismatched,2011
2007,Mercury,Grand Marquis,mismatched,2011
2008,Mercury,Grand Marquis,mismatched,2011
2009,Mercury,Grand Marquis,mismatched,2011
2010,Mercury,Grand Marquis,mismatched,2011
2005,Mercury,Mariner,mismatched,2007
2006,Mercury,Mariner,mismatched,2007
2008,Mercury,Mariner,mismatched,2009
2006,Mercury,Milan,mismatched,2011
2007,Mercury,Milan,mismatched,2011
2008,Mercury,Milan,mismatched,2011
2009,Mercury,Milan,mismatched,2011
2010,Mercury,Milan,mismatched,2011
2002,Mercury,Mountaineer,mismatched,2004
2003,Mercury,Mountaineer,mismatched,2004
2005,Mercury,Mountaineer,mismatched,2004
2006,Mercury,Mountaineer,mismatched,2010
2007,Mercury,Mountaineer,mismatched,2010
2008,Mercury,Mountaineer,mismatched,2010
2009,Mercury,Mountaineer,mismatched,2010
2000,Mercury,Sable,mismatched,2005
2001,Mercury,Sable,mismatched,2005
2002,Mercury,Sable,mismatched,2005
2003,Mercury,Sable,mismatched,2005
2004,Mercury,Sable,mismatched,2005
2008,Mercury,Sable,mismatched,2009
2021,Mini,Clubman,mismatched,2020
2022,Mini,Clubman,mismatched,2020
2023,Mini,Clubman,mismatched,2022
2021,Mini,Countryman,mismatched,2020
2023,Mini,Countryman,mismatched,2022
2021,Mini,Hardtop,mismatched,2020
2022,Mini,Hardtop,mismatched,2020
2024,Mitsubishi,Eclipse Cross,mismatched,2023
2025,Mitsubishi,Eclipse Cross,mismatched,2023
2012,Mitsubishi,Lancer,mismatched,2011
2013,Mitsubishi,Lancer,mismatched,2011
2014,Mitsubishi,Lancer,mismatched,2011
2015,Mitsubishi,Lancer,mismatched,2011
2016,Mitsubishi,Lancer,mismatched,2011
2017,Mitsubishi,Lancer,mismatched,2011
2017,Mitsubishi,Mirage,mismatched,2016
2018,Mitsubishi,Mirage,mismatched,2016
2020,Mitsubishi,Mirage,mismatched,2019
2024,Mitsubishi,Mirage,mismatched,2023
2023,Mitsubishi,Outlander,mismatched,2022
2025,Mitsubishi,Outlander,mismatched,2024
2021,Nissan,Altima,mismatched,2020
2022,Nissan,Altima,mismatched,2020
2024,Nissan,Armada,mismatched,2023
2021,Nissan,Frontier,mismatched,2022
2024,Nissan,Rogue,mismatched,2023
2021,Nissan,Sentra,mismatched,2020
2025,Nissan,Z,mismatched,2024
2001,Pontiac,Aztek,mismatched,2005
2002,Pontiac,Aztek,mismatched,2005
2003,Pontiac,Aztek,mismatched,2005
2004,Pontiac,Aztek,mismatched,2005
2000,Pontiac,Bonneville,mismatched,2005
2001,Pontiac,Bonneville,mismatched,2005
2002,Pontiac,Bonneville,mismatched,2005
2003,Pontiac,Bonneville,mismatched,2005
2004,Pontiac,Bonneville,mismatched,2005
2005,Pontiac,G6,mismatched,2007
2006,Pontiac,G6,mismatched,2007
2008,Pontiac,G6,mismatched,2010
2009,Pontiac,G6,mismatched,2010
2000,Pontiac,Grand AM,mismatched,2005
2001,Pontiac,Grand AM,mismatched,2005
2002,Pontiac,Grand AM,mismatched,2005
2003,Pontiac,Grand AM,mismatched,2005
2004,Pontiac,Grand AM,mismatched,2005
2000,Pontiac,Grand Prix,mismatched,2003
2001,Pontiac,Grand Prix,mismatched,2003
2002,Pontiac,Grand Prix,mismatched,2003
2004,Pontiac,Grand Prix,mismatched,2008
2005,Pontiac,Grand Prix,mismatched,2008
2006,Pontiac,Grand Prix,mismatched,2008
2007,Pontiac,Grand Prix,mismatched,2008
2000,Pontiac,Montana,mismatched,2004
2001,Pontiac,Montana,mismatched,2004
2002,Pontiac,Montana,mismatched,2004
2003,Pontiac,Montana,mismatched,2004
2005,Pontiac,Montana,mismatched,2008
2000,Pontiac,Sunfire,mismatched,2005
2001,Pontiac,Sunfire,mismatched,2005
2002,Pontiac,Sunfire,mismatched,2005
2003,Pontiac,Sunfire,mismatched,2005
2004,Pontiac,Sunfire,mismatched,2005
2003,Pontiac,Vibe,mismatched,2004
2005,Pontiac,Vibe,mismatched,2007
2006,Pontiac,Vibe,mismatched,2007
2008,Pontiac,Vibe,mismatched,2010
2009,Pontiac,Vibe,mismatched,2010
2012,Porsche,911,mismatched,2013
2018,Porsche,911,mismatched,2017
2019,Porsche,911,mismatched,2017
2020,Porsche,911,mismatched,2017
2021,Porsche,911,mismatched,2017
2022,Porsche,911,mismatched,2017
2023,Porsche,911,mismatched,2017
2024,Porsche,911,mismatched,2017
2025,Porsche,911,mismatched,2017
2003,Porsche,Cayenne,mismatched,2008
2004,Porsche,Cayenne,mismatched,2008
2005,Porsche,Cayenne,mismatched,2008
2006,Porsche,Cayenne,mismatched,2008
2009,Porsche,Cayenne,mismatched,2011
2010,Porsche,Cayenne,mismatched,2011
2013,Porsche,Cayenne,mismatched,2014
2016,Porsche,Cayenne,mismatched,2017
2018,Porsche,Cayenne,mismatched,2017
2019,Porsche,Cayenne,mismatched,2017
2020,Porsche,Cayenne,mismatched,2017
2021,Porsche,Cayenne,mismatched,2017
2022,Porsche,Cayenne,mismatched,2017
2023,Porsche,Cayenne,mismatched,2017
2024,Porsche,Cayenne,mismatched,2017
2025,Porsche,Cayenne,mismatched,2017
2016,Porsche,Cayman,mismatched,2015
2016,Porsche,Macan,mismatched,2017
2018,Porsche,Macan,mismatched,2017
2019,Porsche,Macan,mismatched,2017
2020,Porsche,Macan,mismatched,2017
2021,Porsche,Macan,mismatched,2017
2022,Porsche,Macan,mismatched,2017
2023,Porsche,Macan,mismatched,2017
2024,Porsche,Macan,mismatched,2017
2025,Porsche,Macan,mismatched,2017
2016,Porsche,Panamera,mismatched,2017
2018,Porsche,Panamera,mismatched,2017
2019,Porsche,Panamera,mismatched,2017
2020,Porsche,Panamera,mismatched,2017
2021,Porsche,Panamera,mismatched,2017
2022,Porsche,Panamera,mismatched,2017
2023,Porsche,Panamera,mismatched,2017
2024,Porsche,Panamera,mismatched,2017
2025,Porsche,Panamera,mismatched,2017
2020,Porsche,Taycan,mismatched,2022
2021,Porsche,Taycan,mismatched,2022
2023,Porsche,Taycan,mismatched,2022
2024,Porsche,Taycan,mismatched,2022
2025,Porsche,Taycan,mismatched,2022
2024,Rivian,R1S,mismatched,2023
2024,Rivian,R1T,mismatched,2023
2000,Saab,9 3,mismatched,2001
2002,Saab,9 3,mismatched,2009
2003,Saab,9 3,mismatched,2009
2004,Saab,9 3,mismatched,2009
2005,Saab,9 3,mismatched,2009
2006,Saab,9 3,mismatched,2009
2007,Saab,9 3,mismatched,2009
2008,Saab,9 3,mismatched,2009
2010,Saab,9 3,mismatched,2009
2011,Saab,9 3,mismatched,2009
2000,Saab,9 5,mismatched,2005
2001,Saab,9 5,mismatched,2005
2002,Saab,9 5,mismatched,2005
2003,Saab,9 5,mismatched,2005
2004,Saab,9 5,mismatched,2005
2006,Saab,9 5,mismatched,2010
2007,Saab,9 5,mismatched,2010
2008,Saab,9 5,mismatched,2010
2009,Saab,9 5,mismatched,2010
2008,Smart,Fortwo,mismatched,2010
2009,Smart,Fortwo,mismatched,2010
2011,Smart,Fortwo,mismatched,2014
2012,Smart,Fortwo,mismatched,2014
2013,Smart,Fortwo,mismatched,2014
2015,Smart,Fortwo,mismatched,2014
2017,Smart,Fortwo,mismatched,2016
2023,Subaru,Ascent,mismatched,2024
2025,Subaru,Ascent,mismatched,2024
2025,Subaru,Crosstrek,mismatched,2024
2022,Subaru,Forester,mismatched,2020
2007,Subaru,Outback,mismatched,2013
2023,Subaru,Solterra,mismatched,2022
2024,Subaru,Solterra,mismatched,2022
2025,Subaru,Solterra,mismatched,2022
2008,Subaru,Tribeca,mismatched,2009
2010,Subaru,Tribeca,mismatched,2009
2011,Subaru,Tribeca,mismatched,2012
2013,Subaru,Tribeca,mismatched,2012
2014,Subaru,Tribeca,mismatched,2012
2007,Suzuki,SX4,mismatched,2009
2008,Suzuki,SX4,mismatched,2009
2010,Suzuki,SX4,mismatched,2009
2011,Suzuki,SX4,mismatched,2009
2012,Suzuki,SX4,mismatched,2009
2025,Tesla,Cybertruck,mismatched,2024
2024,Toyota,4runner,mismatched,2023
2025,Toyota,4runner,mismatched,2023
2021,Toyota,Avalon,mismatched,2020
2024,Toyota,Bz4x,mismatched,2023
2025,Toyota,Bz4x,mismatched,2023
2025,Toyota,Corolla Cross,mismatched,2024
2025,Toyota,Grand Highlander,mismatched,2024
2008,Toyota,Highlander,mismatched,2007
2012,Toyota,Highlander,mismatched,2011
2013,Toyota,Highlander,mismatched,2011
2016,Toyota,Highlander,mismatched,2015
2017,Toyota,Highlander,mismatched,2015
2018,Toyota,Highlander,mismatched,2015
2022,Toyota,Highlander,mismatched,2020
2023,Toyota,Highlander,mismatched,2022
2024,Toyota,Highlander,mismatched,2022
2024,Toyota,Mirai,mismatched,2023
2025,Toyota,Prius,mismatched,2024
2024,Toyota,Rav4,mismatched,2023
2022,Toyota,Sienna,mismatched,2023
2024,Toyota,Tacoma,mismatched,2023
2024,Toyota,Venza,mismatched,2023
2008,Toyota,Yaris,mismatched,2010
2009,Toyota,Yaris,mismatched,2010
2011,Toyota,Yaris,mismatched,2014
2012,Toyota,Yaris,mismatched,2014
2013,Toyota,Yaris,mismatched,2014
